codigo,segmentacao,projeto,ingestion_date
BBET0011,B,BikeFloripa,2026-02-12
BBET0011,B,BikeFloripa,2026-02-11
BBET0011,B,BikeFloripa,2026-02-23
BBET0011,B,BikeFloripa,2026-02-14
BBET0011,B,BikeFloripa,2026-02-07
BBET0011,B,BikeFloripa,2026-02-21
BBET0011,B,BikeFloripa,2026-02-18
BBET0011,B,BikeFloripa,2026-02-17
BBET0011,B,BikeFloripa,2026-02-16
BBET0011,B,BikeFloripa,2026-02-22
BBET0011,B,BikeFloripa,2026-02-20
BBET0011,B,BikeFloripa,2026-02-09
BBET0011,B,BikeFloripa,2026-02-10
BBET0011,B,BikeFloripa,2026-02-15
BBET0011,B,BikeFloripa,2026-02-08
BBET0011,B,BikeFloripa,2026-02-13
BBET0011,B,BikeFloripa,2026-02-19
BBET0012,A,BikeFloripa,2026-02-14
BBET0012,A,BikeFloripa,2026-02-12
BBET0012,A,BikeFloripa,2026-02-22
BBET0012,A,BikeFloripa,2026-02-20
BBET0012,A,BikeFloripa,2026-02-09
BBET0012,A,BikeFloripa,2026-02-21
BBET0012,A,BikeFloripa,2026-02-13
BBET0012,A,BikeFloripa,2026-02-07
BBET0012,A,BikeFloripa,2026-02-23
BBET0012,A,BikeFloripa,2026-02-17
BBET0012,A,BikeFloripa,2026-02-15
BBET0012,A,BikeFloripa,2026-02-18
BBET0012,A,BikeFloripa,2026-02-10
BBET0012,A,BikeFloripa,2026-02-08
BBET0012,A,BikeFloripa,2026-02-16
BBET0012,A,BikeFloripa,2026-02-11
BBET0012,A,BikeFloripa,2026-02-19
BBET0013,D,BikeFloripa,2026-02-12
BBET0013,D,BikeFloripa,2026-02-11
BBET0013,D,BikeFloripa,2026-02-09
BBET0013,D,BikeFloripa,2026-02-20
BBET0013,D,BikeFloripa,2026-02-07
BBET0013,D,BikeFloripa,2026-02-13
BBET0013,D,BikeFloripa,2026-02-14
BBET0013,D,BikeFloripa,2026-02-15
BBET0013,D,BikeFloripa,2026-02-21
BBET0013,D,BikeFloripa,2026-02-08
BBET0013,D,BikeFloripa,2026-02-18
BBET0013,D,BikeFloripa,2026-02-17
BBET0013,D,BikeFloripa,2026-02-16
BBET0013,D,BikeFloripa,2026-02-19
BBET0013,D,BikeFloripa,2026-02-10
BBET0013,D,BikeFloripa,2026-02-22
BBET0013,D,BikeFloripa,2026-02-23
BBET0016,D,BikeFloripa,2026-02-18
BBET0016,D,BikeFloripa,2026-02-12
BBET0016,D,BikeFloripa,2026-02-23
BBET0016,D,BikeFloripa,2026-02-22
BBET0016,D,BikeFloripa,2026-02-07
BBET0016,D,BikeFloripa,2026-02-13
BBET0016,D,BikeFloripa,2026-02-11
BBET0016,D,BikeFloripa,2026-02-16
BBET0016,D,BikeFloripa,2026-02-09
BBET0016,D,BikeFloripa,2026-02-08
BBET0016,D,BikeFloripa,2026-02-20
BBET0016,D,BikeFloripa,2026-02-17
BBET0016,D,BikeFloripa,2026-02-14
BBET0016,D,BikeFloripa,2026-02-21
BBET0016,D,BikeFloripa,2026-02-19
BBET0016,D,BikeFloripa,2026-02-15
BBET0016,D,BikeFloripa,2026-02-10
BBET0021,D,BikeFloripa,2026-02-12
BBET0021,D,BikeFloripa,2026-02-08
BBET0021,D,BikeFloripa,2026-02-09
BBET0021,D,BikeFloripa,2026-02-20
BBET0021,D,BikeFloripa,2026-02-10
BBET0021,D,BikeFloripa,2026-02-23
BBET0021,D,BikeFloripa,2026-02-15
BBET0021,D,BikeFloripa,2026-02-13
BBET0021,D,BikeFloripa,2026-02-21
BBET0021,D,BikeFloripa,2026-02-07
BBET0021,D,BikeFloripa,2026-02-17
BBET0021,D,BikeFloripa,2026-02-11
BBET0021,D,BikeFloripa,2026-02-18
BBET0021,D,BikeFloripa,2026-02-19
BBET0021,D,BikeFloripa,2026-02-16
BBET0021,D,BikeFloripa,2026-02-22
BBET0021,D,BikeFloripa,2026-02-14
BBET0026,D,BikeFloripa,2026-02-19
BBET0026,D,BikeFloripa,2026-02-20
BBET0026,D,BikeFloripa,2026-02-08
BBET0026,D,BikeFloripa,2026-02-18
BBET0026,D,BikeFloripa,2026-02-11
BBET0026,D,BikeFloripa,2026-02-12
BBET0026,D,BikeFloripa,2026-02-07
BBET0026,D,BikeFloripa,2026-02-13
BBET0026,D,BikeFloripa,2026-02-23
BBET0026,D,BikeFloripa,2026-02-17
BBET0026,D,BikeFloripa,2026-02-09
BBET0026,D,BikeFloripa,2026-02-15
BBET0026,D,BikeFloripa,2026-02-10
BBET0026,D,BikeFloripa,2026-02-21
BBET0026,D,BikeFloripa,2026-02-16
BBET0026,D,BikeFloripa,2026-02-14
BBET0026,D,BikeFloripa,2026-02-22
BBET0028,C,BikeFloripa,2026-02-18
BBET0028,C,BikeFloripa,2026-02-16
BBET0028,C,BikeFloripa,2026-02-10
BBET0028,C,BikeFloripa,2026-02-08
BBET0028,C,BikeFloripa,2026-02-15
BBET0028,C,BikeFloripa,2026-02-09
BBET0028,C,BikeFloripa,2026-02-11
BBET0028,C,BikeFloripa,2026-02-22
BBET0028,C,BikeFloripa,2026-02-12
BBET0028,C,BikeFloripa,2026-02-07
BBET0028,C,BikeFloripa,2026-02-23
BBET0028,C,BikeFloripa,2026-02-14
BBET0028,C,BikeFloripa,2026-02-17
BBET0028,C,BikeFloripa,2026-02-21
BBET0028,C,BikeFloripa,2026-02-20
BBET0028,C,BikeFloripa,2026-02-19
BBET0028,C,BikeFloripa,2026-02-13
BBET0038,D,BikeFloripa,2026-02-23
BBET0038,D,BikeFloripa,2026-02-12
BBET0038,D,BikeFloripa,2026-02-19
BBET0038,D,BikeFloripa,2026-02-18
BBET0038,D,BikeFloripa,2026-02-20
BBET0038,D,BikeFloripa,2026-02-21
BBET0038,D,BikeFloripa,2026-02-13
BBET0038,D,BikeFloripa,2026-02-08
BBET0038,D,BikeFloripa,2026-02-11
BBET0038,D,BikeFloripa,2026-02-10
BBET0038,D,BikeFloripa,2026-02-22
BBET0038,D,BikeFloripa,2026-02-17
BBET0038,D,BikeFloripa,2026-02-16
BBET0038,D,BikeFloripa,2026-02-07
BBET0038,D,BikeFloripa,2026-02-14
BBET0038,D,BikeFloripa,2026-02-15
BBET0038,D,BikeFloripa,2026-02-09
BBET0065,B,BikeFloripa,2026-02-12
BBET0065,B,BikeFloripa,2026-02-08
BBET0065,B,BikeFloripa,2026-02-13
BBET0065,B,BikeFloripa,2026-02-11
BBET0065,B,BikeFloripa,2026-02-20
BBET0065,B,BikeFloripa,2026-02-10
BBET0065,B,BikeFloripa,2026-02-15
BBET0065,B,BikeFloripa,2026-02-14
BBET0065,B,BikeFloripa,2026-02-23
BBET0065,B,BikeFloripa,2026-02-16
BBET0065,B,BikeFloripa,2026-02-17
BBET0065,B,BikeFloripa,2026-02-18
BBET0065,B,BikeFloripa,2026-02-22
BBET0065,B,BikeFloripa,2026-02-07
BBET0065,B,BikeFloripa,2026-02-19
BBET0065,B,BikeFloripa,2026-02-09
BBET0065,B,BikeFloripa,2026-02-21
BBET0066,D,BikeFloripa,2026-02-12
BBET0066,D,BikeFloripa,2026-02-21
BBET0066,D,BikeFloripa,2026-02-10
BBET0066,D,BikeFloripa,2026-02-15
BBET0066,D,BikeFloripa,2026-02-22
BBET0066,D,BikeFloripa,2026-02-13
BBET0066,D,BikeFloripa,2026-02-09
BBET0066,D,BikeFloripa,2026-02-07
BBET0066,D,BikeFloripa,2026-02-17
BBET0066,D,BikeFloripa,2026-02-23
BBET0066,D,BikeFloripa,2026-02-11
BBET0066,D,BikeFloripa,2026-02-14
BBET0066,D,BikeFloripa,2026-02-20
BBET0066,D,BikeFloripa,2026-02-16
BBET0066,D,BikeFloripa,2026-02-19
BBET0066,D,BikeFloripa,2026-02-08
BBET0066,D,BikeFloripa,2026-02-18
BBET0067,D,BikeFloripa,2026-02-17
BBET0067,D,BikeFloripa,2026-02-08
BBET0067,D,BikeFloripa,2026-02-23
BBET0067,D,BikeFloripa,2026-02-22
BBET0067,D,BikeFloripa,2026-02-20
BBET0067,D,BikeFloripa,2026-02-13
BBET0067,D,BikeFloripa,2026-02-21
BBET0067,D,BikeFloripa,2026-02-12
BBET0067,D,BikeFloripa,2026-02-09
BBET0067,D,BikeFloripa,2026-02-14
BBET0067,D,BikeFloripa,2026-02-11
BBET0067,D,BikeFloripa,2026-02-18
BBET0067,D,BikeFloripa,2026-02-10
BBET0067,D,BikeFloripa,2026-02-19
BBET0067,D,BikeFloripa,2026-02-16
BBET0067,D,BikeFloripa,2026-02-07
BBET0067,D,BikeFloripa,2026-02-15
BBET0068,C,BikeFloripa,2026-02-08
BBET0068,C,BikeFloripa,2026-02-14
BBET0068,C,BikeFloripa,2026-02-12
BBET0068,C,BikeFloripa,2026-02-09
BBET0068,C,BikeFloripa,2026-02-16
BBET0068,C,BikeFloripa,2026-02-11
BBET0068,C,BikeFloripa,2026-02-10
BBET0068,C,BikeFloripa,2026-02-21
BBET0068,C,BikeFloripa,2026-02-07
BBET0068,C,BikeFloripa,2026-02-13
BBET0068,C,BikeFloripa,2026-02-20
BBET0068,C,BikeFloripa,2026-02-22
BBET0068,C,BikeFloripa,2026-02-15
BBET0068,C,BikeFloripa,2026-02-23
BBET0068,C,BikeFloripa,2026-02-17
BBET0068,C,BikeFloripa,2026-02-19
BBET0068,C,BikeFloripa,2026-02-18
BBET0069,B,BikeFloripa,2026-02-16
BBET0069,B,BikeFloripa,2026-02-18
BBET0069,B,BikeFloripa,2026-02-15
BBET0069,B,BikeFloripa,2026-02-10
BBET0069,B,BikeFloripa,2026-02-13
BBET0069,B,BikeFloripa,2026-02-11
BBET0069,B,BikeFloripa,2026-02-21
BBET0069,B,BikeFloripa,2026-02-22
BBET0069,B,BikeFloripa,2026-02-08
BBET0069,B,BikeFloripa,2026-02-09
BBET0069,B,BikeFloripa,2026-02-19
BBET0069,B,BikeFloripa,2026-02-17
BBET0069,B,BikeFloripa,2026-02-23
BBET0069,B,BikeFloripa,2026-02-14
BBET0069,B,BikeFloripa,2026-02-20
BBET0069,B,BikeFloripa,2026-02-12
BBET0069,B,BikeFloripa,2026-02-07
BBET0070,A,BikeFloripa,2026-02-21
BBET0070,A,BikeFloripa,2026-02-15
BBET0070,A,BikeFloripa,2026-02-16
BBET0070,A,BikeFloripa,2026-02-22
BBET0070,A,BikeFloripa,2026-02-19
BBET0070,A,BikeFloripa,2026-02-23
BBET0070,A,BikeFloripa,2026-02-09
BBET0070,A,BikeFloripa,2026-02-14
BBET0070,A,BikeFloripa,2026-02-18
BBET0070,A,BikeFloripa,2026-02-07
BBET0070,A,BikeFloripa,2026-02-12
BBET0070,A,BikeFloripa,2026-02-17
BBET0070,A,BikeFloripa,2026-02-13
BBET0070,A,BikeFloripa,2026-02-11
BBET0070,A,BikeFloripa,2026-02-10
BBET0070,A,BikeFloripa,2026-02-08
BBET0070,A,BikeFloripa,2026-02-20
BBET0075,D,BikeFloripa,2026-02-22
BBET0075,D,BikeFloripa,2026-02-17
BBET0075,D,BikeFloripa,2026-02-15
BBET0075,D,BikeFloripa,2026-02-19
BBET0075,D,BikeFloripa,2026-02-12
BBET0075,D,BikeFloripa,2026-02-11
BBET0075,D,BikeFloripa,2026-02-13
BBET0075,D,BikeFloripa,2026-02-10
BBET0075,D,BikeFloripa,2026-02-18
BBET0075,D,BikeFloripa,2026-02-16
BBET0075,D,BikeFloripa,2026-02-09
BBET0075,D,BikeFloripa,2026-02-07
BBET0075,D,BikeFloripa,2026-02-23
BBET0075,D,BikeFloripa,2026-02-08
BBET0075,D,BikeFloripa,2026-02-21
BBET0075,D,BikeFloripa,2026-02-20
BBET0075,D,BikeFloripa,2026-02-14
BBET0076,D,BikeFloripa,2026-02-17
BBET0076,D,BikeFloripa,2026-02-22
BBET0076,D,BikeFloripa,2026-02-14
BBET0076,D,BikeFloripa,2026-02-10
BBET0076,D,BikeFloripa,2026-02-08
BBET0076,D,BikeFloripa,2026-02-21
BBET0076,D,BikeFloripa,2026-02-12
BBET0076,D,BikeFloripa,2026-02-20
BBET0076,D,BikeFloripa,2026-02-23
BBET0076,D,BikeFloripa,2026-02-15
BBET0076,D,BikeFloripa,2026-02-07
BBET0076,D,BikeFloripa,2026-02-11
BBET0076,D,BikeFloripa,2026-02-18
BBET0076,D,BikeFloripa,2026-02-13
BBET0076,D,BikeFloripa,2026-02-09
BBET0076,D,BikeFloripa,2026-02-16
BBET0076,D,BikeFloripa,2026-02-19
BBET0078,D,BikeFloripa,2026-02-07
BBET0078,D,BikeFloripa,2026-02-19
BBET0078,D,BikeFloripa,2026-02-20
BBET0078,D,BikeFloripa,2026-02-09
BBET0078,D,BikeFloripa,2026-02-22
BBET0078,D,BikeFloripa,2026-02-18
BBET0078,D,BikeFloripa,2026-02-14
BBET0078,D,BikeFloripa,2026-02-12
BBET0078,D,BikeFloripa,2026-02-23
BBET0078,D,BikeFloripa,2026-02-10
BBET0078,D,BikeFloripa,2026-02-13
BBET0078,D,BikeFloripa,2026-02-21
BBET0078,D,BikeFloripa,2026-02-11
BBET0078,D,BikeFloripa,2026-02-17
BBET0078,D,BikeFloripa,2026-02-08
BBET0078,D,BikeFloripa,2026-02-15
BBET0078,D,BikeFloripa,2026-02-16
BBET0079,D,BikeFloripa,2026-02-19
BBET0079,D,BikeFloripa,2026-02-07
BBET0079,D,BikeFloripa,2026-02-23
BBET0079,D,BikeFloripa,2026-02-17
BBET0079,D,BikeFloripa,2026-02-11
BBET0079,D,BikeFloripa,2026-02-13
BBET0079,D,BikeFloripa,2026-02-09
BBET0079,D,BikeFloripa,2026-02-22
BBET0079,D,BikeFloripa,2026-02-12
BBET0079,D,BikeFloripa,2026-02-14
BBET0079,D,BikeFloripa,2026-02-10
BBET0079,D,BikeFloripa,2026-02-08
BBET0079,D,BikeFloripa,2026-02-16
BBET0079,D,BikeFloripa,2026-02-18
BBET0079,D,BikeFloripa,2026-02-15
BBET0079,D,BikeFloripa,2026-02-21
BBET0079,D,BikeFloripa,2026-02-20
BBET0084,D,BikeFloripa,2026-02-08
BBET0084,D,BikeFloripa,2026-02-17
BBET0084,D,BikeFloripa,2026-02-11
BBET0084,D,BikeFloripa,2026-02-07
BBET0084,D,BikeFloripa,2026-02-10
BBET0084,D,BikeFloripa,2026-02-21
BBET0084,D,BikeFloripa,2026-02-16
BBET0084,D,BikeFloripa,2026-02-09
BBET0084,D,BikeFloripa,2026-02-13
BBET0084,D,BikeFloripa,2026-02-19
BBET0084,D,BikeFloripa,2026-02-14
BBET0084,D,BikeFloripa,2026-02-23
BBET0084,D,BikeFloripa,2026-02-20
BBET0084,D,BikeFloripa,2026-02-15
BBET0084,D,BikeFloripa,2026-02-12
BBET0084,D,BikeFloripa,2026-02-18
BBET0084,D,BikeFloripa,2026-02-22
BBET0087,D,BikeFloripa,2026-02-08
BBET0087,D,BikeFloripa,2026-02-19
BBET0087,D,BikeFloripa,2026-02-09
BBET0087,D,BikeFloripa,2026-02-18
BBET0087,D,BikeFloripa,2026-02-07
BBET0087,D,BikeFloripa,2026-02-17
BBET0087,D,BikeFloripa,2026-02-13
BBET0087,D,BikeFloripa,2026-02-12
BBET0087,D,BikeFloripa,2026-02-23
BBET0087,D,BikeFloripa,2026-02-15
BBET0087,D,BikeFloripa,2026-02-22
BBET0087,D,BikeFloripa,2026-02-11
BBET0087,D,BikeFloripa,2026-02-10
BBET0087,D,BikeFloripa,2026-02-20
BBET0087,D,BikeFloripa,2026-02-14
BBET0087,D,BikeFloripa,2026-02-16
BBET0087,D,BikeFloripa,2026-02-21
BBET0088,D,BikeFloripa,2026-02-10
BBET0088,D,BikeFloripa,2026-02-21
BBET0088,D,BikeFloripa,2026-02-22
BBET0088,D,BikeFloripa,2026-02-14
BBET0088,D,BikeFloripa,2026-02-08
BBET0088,D,BikeFloripa,2026-02-12
BBET0088,D,BikeFloripa,2026-02-13
BBET0088,D,BikeFloripa,2026-02-23
BBET0088,D,BikeFloripa,2026-02-19
BBET0088,D,BikeFloripa,2026-02-11
BBET0088,D,BikeFloripa,2026-02-16
BBET0088,D,BikeFloripa,2026-02-07
BBET0088,D,BikeFloripa,2026-02-20
BBET0088,D,BikeFloripa,2026-02-17
BBET0088,D,BikeFloripa,2026-02-15
BBET0088,D,BikeFloripa,2026-02-09
BBET0088,D,BikeFloripa,2026-02-18
BBET0090,D,BikeFloripa,2026-02-11
BBET0090,D,BikeFloripa,2026-02-07
BBET0090,D,BikeFloripa,2026-02-13
BBET0090,D,BikeFloripa,2026-02-10
BBET0090,D,BikeFloripa,2026-02-17
BBET0090,D,BikeFloripa,2026-02-18
BBET0090,D,BikeFloripa,2026-02-12
BBET0090,D,BikeFloripa,2026-02-23
BBET0090,D,BikeFloripa,2026-02-14
BBET0090,D,BikeFloripa,2026-02-16
BBET0090,D,BikeFloripa,2026-02-09
BBET0090,D,BikeFloripa,2026-02-08
BBET0090,D,BikeFloripa,2026-02-22
BBET0090,D,BikeFloripa,2026-02-20
BBET0090,D,BikeFloripa,2026-02-21
BBET0090,D,BikeFloripa,2026-02-15
BBET0090,D,BikeFloripa,2026-02-19
BBET0094,D,BikeFloripa,2026-02-14
BBET0094,D,BikeFloripa,2026-02-17
BBET0094,D,BikeFloripa,2026-02-07
BBET0094,D,BikeFloripa,2026-02-16
BBET0094,D,BikeFloripa,2026-02-23
BBET0094,D,BikeFloripa,2026-02-08
BBET0094,D,BikeFloripa,2026-02-21
BBET0094,D,BikeFloripa,2026-02-13
BBET0094,D,BikeFloripa,2026-02-15
BBET0094,D,BikeFloripa,2026-02-09
BBET0094,D,BikeFloripa,2026-02-12
BBET0094,D,BikeFloripa,2026-02-10
BBET0094,D,BikeFloripa,2026-02-19
BBET0094,D,BikeFloripa,2026-02-11
BBET0094,D,BikeFloripa,2026-02-18
BBET0094,D,BikeFloripa,2026-02-22
BBET0094,D,BikeFloripa,2026-02-20
BBET0095,A,BikeFloripa,2026-02-15
BBET0095,A,BikeFloripa,2026-02-11
BBET0095,A,BikeFloripa,2026-02-17
BBET0095,A,BikeFloripa,2026-02-20
BBET0095,A,BikeFloripa,2026-02-21
BBET0095,A,BikeFloripa,2026-02-18
BBET0095,A,BikeFloripa,2026-02-08
BBET0095,A,BikeFloripa,2026-02-12
BBET0095,A,BikeFloripa,2026-02-23
BBET0095,A,BikeFloripa,2026-02-22
BBET0095,A,BikeFloripa,2026-02-07
BBET0095,A,BikeFloripa,2026-02-16
BBET0095,A,BikeFloripa,2026-02-09
BBET0095,A,BikeFloripa,2026-02-10
BBET0095,A,BikeFloripa,2026-02-19
BBET0095,A,BikeFloripa,2026-02-14
BBET0095,A,BikeFloripa,2026-02-13
BBET0096,A,BikeFloripa,2026-02-07
BBET0096,A,BikeFloripa,2026-02-15
BBET0096,A,BikeFloripa,2026-02-23
BBET0096,A,BikeFloripa,2026-02-20
BBET0096,A,BikeFloripa,2026-02-08
BBET0096,A,BikeFloripa,2026-02-21
BBET0096,A,BikeFloripa,2026-02-16
BBET0096,A,BikeFloripa,2026-02-11
BBET0096,A,BikeFloripa,2026-02-09
BBET0096,A,BikeFloripa,2026-02-12
BBET0096,A,BikeFloripa,2026-02-13
BBET0096,A,BikeFloripa,2026-02-14
BBET0096,A,BikeFloripa,2026-02-22
BBET0096,A,BikeFloripa,2026-02-18
BBET0096,A,BikeFloripa,2026-02-19
BBET0096,A,BikeFloripa,2026-02-17
BBET0096,A,BikeFloripa,2026-02-10
BBET0097,A,BikeFloripa,2026-02-14
BBET0097,A,BikeFloripa,2026-02-17
BBET0097,A,BikeFloripa,2026-02-20
BBET0097,A,BikeFloripa,2026-02-13
BBET0097,A,BikeFloripa,2026-02-07
BBET0097,A,BikeFloripa,2026-02-18
BBET0097,A,BikeFloripa,2026-02-08
BBET0097,A,BikeFloripa,2026-02-16
BBET0097,A,BikeFloripa,2026-02-15
BBET0097,A,BikeFloripa,2026-02-22
BBET0097,A,BikeFloripa,2026-02-10
BBET0097,A,BikeFloripa,2026-02-11
BBET0097,A,BikeFloripa,2026-02-19
BBET0097,A,BikeFloripa,2026-02-09
BBET0097,A,BikeFloripa,2026-02-12
BBET0097,A,BikeFloripa,2026-02-21
BBET0097,A,BikeFloripa,2026-02-23
BBET0102,A,BikeFloripa,2026-02-22
BBET0102,A,BikeFloripa,2026-02-17
BBET0102,A,BikeFloripa,2026-02-15
BBET0102,A,BikeFloripa,2026-02-10
BBET0102,A,BikeFloripa,2026-02-23
BBET0102,A,BikeFloripa,2026-02-12
BBET0102,A,BikeFloripa,2026-02-08
BBET0102,A,BikeFloripa,2026-02-19
BBET0102,A,BikeFloripa,2026-02-18
BBET0102,A,BikeFloripa,2026-02-14
BBET0102,A,BikeFloripa,2026-02-13
BBET0102,A,BikeFloripa,2026-02-21
BBET0102,A,BikeFloripa,2026-02-09
BBET0102,A,BikeFloripa,2026-02-07
BBET0102,A,BikeFloripa,2026-02-16
BBET0102,A,BikeFloripa,2026-02-11
BBET0102,A,BikeFloripa,2026-02-20
BBET0108,D,BikeFloripa,2026-02-12
BBET0108,D,BikeFloripa,2026-02-22
BBET0108,D,BikeFloripa,2026-02-17
BBET0108,D,BikeFloripa,2026-02-15
BBET0108,D,BikeFloripa,2026-02-16
BBET0108,D,BikeFloripa,2026-02-08
BBET0108,D,BikeFloripa,2026-02-21
BBET0108,D,BikeFloripa,2026-02-11
BBET0108,D,BikeFloripa,2026-02-07
BBET0108,D,BikeFloripa,2026-02-18
BBET0108,D,BikeFloripa,2026-02-09
BBET0108,D,BikeFloripa,2026-02-13
BBET0108,D,BikeFloripa,2026-02-20
BBET0108,D,BikeFloripa,2026-02-14
BBET0108,D,BikeFloripa,2026-02-23
BBET0108,D,BikeFloripa,2026-02-19
BBET0108,D,BikeFloripa,2026-02-10
BBET0109,D,BikeFloripa,2026-02-11
BBET0109,D,BikeFloripa,2026-02-14
BBET0109,D,BikeFloripa,2026-02-23
BBET0109,D,BikeFloripa,2026-02-18
BBET0109,D,BikeFloripa,2026-02-12
BBET0109,D,BikeFloripa,2026-02-21
BBET0109,D,BikeFloripa,2026-02-13
BBET0109,D,BikeFloripa,2026-02-15
BBET0109,D,BikeFloripa,2026-02-08
BBET0109,D,BikeFloripa,2026-02-09
BBET0109,D,BikeFloripa,2026-02-16
BBET0109,D,BikeFloripa,2026-02-07
BBET0109,D,BikeFloripa,2026-02-19
BBET0109,D,BikeFloripa,2026-02-10
BBET0109,D,BikeFloripa,2026-02-22
BBET0109,D,BikeFloripa,2026-02-20
BBET0109,D,BikeFloripa,2026-02-17
BBET0112,D,BikeFloripa,2026-02-11
BBET0112,D,BikeFloripa,2026-02-13
BBET0112,D,BikeFloripa,2026-02-20
BBET0112,D,BikeFloripa,2026-02-07
BBET0112,D,BikeFloripa,2026-02-12
BBET0112,D,BikeFloripa,2026-02-22
BBET0112,D,BikeFloripa,2026-02-16
BBET0112,D,BikeFloripa,2026-02-08
BBET0112,D,BikeFloripa,2026-02-09
BBET0112,D,BikeFloripa,2026-02-15
BBET0112,D,BikeFloripa,2026-02-23
BBET0112,D,BikeFloripa,2026-02-10
BBET0112,D,BikeFloripa,2026-02-17
BBET0112,D,BikeFloripa,2026-02-21
BBET0112,D,BikeFloripa,2026-02-19
BBET0112,D,BikeFloripa,2026-02-18
BBET0112,D,BikeFloripa,2026-02-14
BBET0117,D,BikeFloripa,2026-02-12
BBET0117,D,BikeFloripa,2026-02-07
BBET0117,D,BikeFloripa,2026-02-21
BBET0117,D,BikeFloripa,2026-02-10
BBET0117,D,BikeFloripa,2026-02-13
BBET0117,D,BikeFloripa,2026-02-19
BBET0117,D,BikeFloripa,2026-02-11
BBET0117,D,BikeFloripa,2026-02-18
BBET0117,D,BikeFloripa,2026-02-17
BBET0117,D,BikeFloripa,2026-02-15
BBET0117,D,BikeFloripa,2026-02-22
BBET0117,D,BikeFloripa,2026-02-20
BBET0117,D,BikeFloripa,2026-02-14
BBET0117,D,BikeFloripa,2026-02-23
BBET0117,D,BikeFloripa,2026-02-08
BBET0117,D,BikeFloripa,2026-02-09
BBET0117,D,BikeFloripa,2026-02-16
BBET0118,D,BikeFloripa,2026-02-17
BBET0118,D,BikeFloripa,2026-02-09
BBET0118,D,BikeFloripa,2026-02-13
BBET0118,D,BikeFloripa,2026-02-08
BBET0118,D,BikeFloripa,2026-02-22
BBET0118,D,BikeFloripa,2026-02-19
BBET0118,D,BikeFloripa,2026-02-23
BBET0118,D,BikeFloripa,2026-02-18
BBET0118,D,BikeFloripa,2026-02-12
BBET0118,D,BikeFloripa,2026-02-07
BBET0118,D,BikeFloripa,2026-02-16
BBET0118,D,BikeFloripa,2026-02-14
BBET0118,D,BikeFloripa,2026-02-11
BBET0118,D,BikeFloripa,2026-02-21
BBET0118,D,BikeFloripa,2026-02-15
BBET0118,D,BikeFloripa,2026-02-10
BBET0118,D,BikeFloripa,2026-02-20
BBET0123,D,BikeFloripa,2026-02-16
BBET0123,D,BikeFloripa,2026-02-07
BBET0123,D,BikeFloripa,2026-02-20
BBET0123,D,BikeFloripa,2026-02-15
BBET0123,D,BikeFloripa,2026-02-23
BBET0123,D,BikeFloripa,2026-02-09
BBET0123,D,BikeFloripa,2026-02-11
BBET0123,D,BikeFloripa,2026-02-18
BBET0123,D,BikeFloripa,2026-02-13
BBET0123,D,BikeFloripa,2026-02-22
BBET0123,D,BikeFloripa,2026-02-21
BBET0123,D,BikeFloripa,2026-02-14
BBET0123,D,BikeFloripa,2026-02-12
BBET0123,D,BikeFloripa,2026-02-08
BBET0123,D,BikeFloripa,2026-02-17
BBET0123,D,BikeFloripa,2026-02-19
BBET0123,D,BikeFloripa,2026-02-10
BBET0124,D,BikeFloripa,2026-02-10
BBET0124,D,BikeFloripa,2026-02-21
BBET0124,D,BikeFloripa,2026-02-17
BBET0124,D,BikeFloripa,2026-02-14
BBET0124,D,BikeFloripa,2026-02-16
BBET0124,D,BikeFloripa,2026-02-20
BBET0124,D,BikeFloripa,2026-02-12
BBET0124,D,BikeFloripa,2026-02-08
BBET0124,D,BikeFloripa,2026-02-13
BBET0124,D,BikeFloripa,2026-02-23
BBET0124,D,BikeFloripa,2026-02-11
BBET0124,D,BikeFloripa,2026-02-22
BBET0124,D,BikeFloripa,2026-02-18
BBET0124,D,BikeFloripa,2026-02-15
BBET0124,D,BikeFloripa,2026-02-19
BBET0124,D,BikeFloripa,2026-02-09
BBET0124,D,BikeFloripa,2026-02-07
BBET0125,D,BikeFloripa,2026-02-09
BBET0125,D,BikeFloripa,2026-02-12
BBET0125,D,BikeFloripa,2026-02-19
BBET0125,D,BikeFloripa,2026-02-17
BBET0125,D,BikeFloripa,2026-02-14
BBET0125,D,BikeFloripa,2026-02-13
BBET0125,D,BikeFloripa,2026-02-10
BBET0125,D,BikeFloripa,2026-02-18
BBET0125,D,BikeFloripa,2026-02-16
BBET0125,D,BikeFloripa,2026-02-22
BBET0125,D,BikeFloripa,2026-02-20
BBET0125,D,BikeFloripa,2026-02-07
BBET0125,D,BikeFloripa,2026-02-21
BBET0125,D,BikeFloripa,2026-02-11
BBET0125,D,BikeFloripa,2026-02-15
BBET0125,D,BikeFloripa,2026-02-08
BBET0125,D,BikeFloripa,2026-02-23
BBET0126,D,BikeFloripa,2026-02-17
BBET0126,D,BikeFloripa,2026-02-07
BBET0126,D,BikeFloripa,2026-02-23
BBET0126,D,BikeFloripa,2026-02-08
BBET0126,D,BikeFloripa,2026-02-12
BBET0126,D,BikeFloripa,2026-02-18
BBET0126,D,BikeFloripa,2026-02-22
BBET0126,D,BikeFloripa,2026-02-11
BBET0126,D,BikeFloripa,2026-02-16
BBET0126,D,BikeFloripa,2026-02-13
BBET0126,D,BikeFloripa,2026-02-20
BBET0126,D,BikeFloripa,2026-02-19
